hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_eggs_sale_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_eggs_sale_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,province
HID745216,1,3,0,,50,1,0,20,0,,0,0,0,14000,0,0,15,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,15,5,45,.44444445,.33333334,.11111111,65,0,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,14000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID745277,1,1,0,,75,1,0,40,0,,0,12,15,17000,0,0,6,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,40,33,7,68,.58823532,.4852941,.10294118,108,.11111111,0,,,,,,,,,,,,,,800,,,,,17000,17000,,16000,39100,586500,17000,20400,122400,708900,1,1,0,,18,1,0,10,0,,0,3,5,15000,0,0,2,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,10,10,0,18,.55555558,.55555558,0,28,.10714286,0,,,,,,,,,,,450,,,500,,,,,13000,15000,,12000,22500,112500,15000,22500,45000,157500,14
HID745470,2,1,0,,50,1,0,0,0,,0,20,20,20000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,0,50,-50,100,0,.5,-.5,100,.2,0,,,,,,,,,,,800,,,800,,,,,17000,20000,,16000,46000,920000,20000,20000,200000,1120000,2,7,0,,11,1,0,0,0,,0,0,0,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,11,0,0,,,,,,,,,,,400,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,21
HID746170,2,3,0,,6,1,0,28,0,,0,34,0,20000,0,0,7,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,28,41,-13,19,1.4736842,2.1578948,-.68421054,47,.72340423,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,,20000,30000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
HID746316,1,1,0,,20,1,0,10,0,,0,10,0,15000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,10,14,-4,24,.41666666,.58333331,-.16666667,34,.29411766,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,22500,90000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID746417,1,7,0,,12,1,1,8,0,,0,0,0,15000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,0,0,1,0,8,0,8,4,2,0,2,12,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,1,3,0,,5,1,0,3,0,,0,0,0,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,3,0,3,2,1.5,0,1.5,5,0,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,15
HID746433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID746479,1,3,0,,25,1,0,11,0,,0,0,0,16000,0,0,6,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,11,6,5,20,.55000001,.30000001,.25,31,0,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,19200,115200,115200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID746486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID746538,2,3,0,,10,1,0,50,0,,0,30,0,18000,0,0,10,0,0,,1,0,0,0,0,0,,1,80000,,,,,,1,0,0,0,0,1,1,0,0,0,50,40,10,1,50,40,10,51,.58823532,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,27000,270000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID746565,2,1,0,,50,1,0,20,0,,0,60,20,18000,5,10,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,1,0,0,0,0,0,20,95,-75,125,.16,.75999999,-.60000002,145,.41379312,0,,,,,,,,,,,,,,800,,,,,17000,18000,,16000,41400,828000,18000,,,828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID746880,1,3,0,,5,1,0,30,0,,0,30,0,18000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,30,30,0,5,6,6,0,35,.85714287,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID746903,1,3,0,,50,1,0,40,0,,0,0,6,16000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,40,10,30,20,2,.5,1.5,60,0,0,,,,,,,,,,,1000,,,800,,,,,18000,16000,,16000,36800,220800,16000,24000,96000,316800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID746949,2,1,0,,15,1,0,20,0,,0,20,15,14000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,20,40,-20,35,.5714286,1.1428572,-.5714286,55,.36363637,0,,,,,,,,,,,,,,800,,,,,15000,14000,,16000,32200,483000,14000,21000,105000,588000,2,1,0,,4,1,0,10,0,,0,0,7,9000,0,0,3,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,10,10,0,4,2.5,2.5,0,14,0,0,,,,,,,,,,,,,,500,,,,,10000,9000,,12000,13500,94500,9000,18000,54000,148500,15
HID746973,1,3,0,,10,1,0,15,0,,0,5,0,14000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,15,10,5,5,3,2,1,20,.25,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,18200,91000,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID747013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID747043,1,3,0,,15,1,1,30,0,,0,10,0,19000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,20,10,5,6,4,2,35,.2857143,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,28500,285000,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID747044,2,3,0,,18,1,0,8,0,,0,5,0,19000,0,2,4,0,1,1,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,1,0,0,0,8,11,-3,21,.38095239,.52380955,-.14285715,29,.1724138,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,28500,114000,114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID747098,1,1,0,,30,1,0,25,0,,0,20,10,16000,0,0,0,0,0,,0,,0,0,0,1,20000,1,25000,,,,,,0,1,0,0,0,0,0,0,0,0,25,30,-5,35,.71428573,.85714287,-.14285715,60,.33333334,0,,,,,,,,,,,800,,,800,,,,,15000,16000,,16000,36800,368000,16000,,,368000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID747109,1,1,0,,52,1,0,0,0,,0,9,25,18500,0,0,8,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,0,42,-42,94,0,.44680852,-.44680852,94,.095744684,0,,,,,,,,,,,1000,,,800,,,,,18000,18500,,16000,42550,1063750,18500,18500,148000,1211750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID747190,1,3,0,,15,1,0,7,0,,0,10,0,17000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,7,10,-3,18,.3888889,.55555558,-.16666667,25,.40000001,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID747224,1,3,0,,7,1,0,15,0,,0,9,0,15000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,15,14,1,6,2.5,2.3333333,.16666667,21,.42857143,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,18000,90000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID747356,1,1,0,,10,1,0,48,0,,0,148,0,17000,0,2,48,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,0,0,0,0,48,198,-150,160,.30000001,1.2375,-.9375,208,.71153843,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,,17000,25500,1224000,1224000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID747358,2,1,0,,120,1,0,110,0,,0,117,0,17000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,0,0,0,0,0,110,117,-7,127,.86614174,.92125982,-.05511811,237,.49367088,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID747588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID747913,2,3,1,,24,1,0,11,0,,0,10,0,16000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,11,10,1,23,.47826087,.43478259,.043478262,34,.29411766,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID747936,1,1,0,,50,1,0,40,0,,0,0,30,16000,0,0,20,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,40,50,-10,60,.66666669,.83333331,-.16666667,100,0,0,,,,,,,,,,,,,,800,,,,,16000,16000,,16000,36800,1104000,16000,20800,416000,1520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID747962,1,1,0,,16,1,0,11,0,,0,0,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,11,0,11,5,2.2,0,2.2,16,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID747978,2,1,0,,5,1,0,30,0,,0,100,70,13000,0,0,50,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,30,220,-190,195,.15384616,1.1282052,-.97435898,225,.44444445,0,,,,,,,,,,,,,,800,,,,,15000,13000,,16000,29900,2093000,13000,19500,975000,3068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID748037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID748156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,40,1,0,30,2,20000,0,30,0,13000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,40000,0,0,0,0,0,1,1,0,0,2,32,40,-8,48,.66666669,.83333331,-.16666667,80,.375,0,,,,,,,,,,,450,,,500,,,,,13000,,13000,12000,19500,,13000,26000,260000,260000,14
HID748168,1,3,0,,50,1,0,70,0,,0,45,0,15000,0,0,25,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,70,70,0,50,1.4,1.4,0,120,.375,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,487500,487500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID748211,1,3,0,,50,1,0,10,0,,0,20,5,12000,0,2,9,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,1,0,0,0,10,36,-26,76,.13157895,.47368422,-.34210527,86,.23255815,0,,,,,,,,,,,,,,800,,,,,17500,12000,,16000,27600,138000,12000,12000,108000,246000,1,3,0,,20,1,0,20,0,,0,10,0,10000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,15,5,15,1.3333334,1,.33333334,35,.2857143,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,20000,100000,100000,25
HID748311,1,3,0,,5,1,0,0,0,,0,0,0,18000,0,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,2,-2,7,0,.2857143,-.2857143,7,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,27000,54000,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID748352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,10,1,0,30,0,,0,0,0,14500,0,0,15,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,15,15,1,30,15,15,31,0,0,,,,,,,,,,,500,,,500,,,,,14500,,14500,12000,21750,,14500,29000,435000,435000,5
HID748425,1,3,0,,10,1,0,20,0,,30,15,0,15000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,30,50,20,30,1,50,20,30,51,.29411766,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,15000,75000,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID748438,1,3,0,,5,1,0,15,0,,0,13,0,15000,0,0,12,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,15,25,-10,15,1,1.6666666,-.66666669,30,.43333334,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,234000,234000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID748609,1,3,0,,20,1,0,7,0,,0,5,0,18000,0,0,8,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,7,13,-6,26,.26923078,.5,-.23076923,33,.15151516,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,36000,288000,288000,1,3,0,,23,1,0,0,23,600,0,5,0,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,13800,0,0,0,0,0,0,1,0,0,23,23,5,18,5,4.5999999,1,3.5999999,28,.17857143,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,7
HID748664,1,1,0,,30,1,0,25,0,,0,20,0,15000,0,0,40,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,25,60,-35,65,.38461539,.92307693,-.53846157,90,.22222222,0,,,,,,,,,,,800,,,800,,,,,15000,,15000,16000,34500,,15000,22500,900000,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID748706,1,3,0,,20,1,0,70,0,,0,30,0,16000,0,0,20,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,70,50,20,1,70,50,20,71,.42253521,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,22400,448000,448000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID748723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID748906,1,3,0,,28,1,0,10,0,,0,15,0,16000,0,0,0,0,0,,1,0,0,0,0,0,,1,20000,,,,,,0,0,0,0,0,0,1,0,0,0,10,15,-5,33,.30303031,.45454547,-.15151516,43,.3488372,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID748953,2,3,0,,10,1,0,10,0,,0,5,2,16000,2,3,30,0,0,,1,1,0,0,1,0,15000,1,25000,,,,,,1,1,0,0,1,1,1,0,0,0,10,42,-32,42,.23809524,1,-.76190478,52,.096153848,0,,,,,,,,,,,,,,800,,,,,15000,16000,,16000,36800,73600,16000,24000,720000,793600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID748967,2,3,0,,15,1,0,50,0,,0,35,3,18000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,1,0,0,0,50,48,2,13,3.8461537,3.6923077,.15384616,63,.55555558,0,,,,,,,,,,,,,,800,,,,,17500,18000,,16000,41400,124200,18000,25200,252000,376200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID749173,2,3,0,,50,1,0,25,0,,0,6,0,20000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,25,16,9,41,.60975611,.39024389,.21951219,66,.090909094,0,,,,,,,,,,,800,,,800,,,,,20000,,20000,16000,46000,,20000,34000,340000,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID749301,1,3,0,,15,1,0,20,0,,0,20,0,17500,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,30,-10,25,.80000001,1.2,-.40000001,45,.44444445,0,,,,,,,,,,,,,,800,,,,,17500,,17500,16000,40250,,17500,17500,175000,175000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID749337,1,3,0,,20,1,0,5,0,,0,2,0,16000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,5,7,-2,22,.22727273,.31818181,-.090909094,27,.074074075,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,19200,96000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID749386,1,3,0,,20,1,0,30,0,,0,10,0,15000,3,2,5,0,0,,1,0,0,0,0,0,,0,,5,4,3,800,,0,0,1,0,1,1,1,0,0,0,30,20,10,10,3,2,1,40,.25,0,60,1095.75,,,,,1,60,,,,,,800,,48000,48000,,15000,,15000,16000,34500,,15000,15000,75000,123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID749398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID749435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
