province,hhid,qty_rice_harvested,area_rice_harvested
,HID795024,0,0
5,HID795141,1800,0.9
13,HID795247,4000,3.5
17,HID795325,0,0
21,HID795351,770,0.25
9,HID795413,0,0
9,HID795574,0,0
5,HID795670,2700,1
14,HID795697,3000,1
8,HID795744,0,0
7,HID795783,1400,0.5
14,HID795881,2000,0.9
14,HID795896,700,0.5
3,HID795908,120,0.015
4,HID796014,5000,1.2
25,HID796080,405,0.3
14,HID796364,50000,12.5
21,HID796425,0,0
6,HID796619,0,0
6,HID796628,3720,1.5
21,HID796688,0,0
5,HID796714,1300,0.7
10,HID796814,0,0
20,HID796837,0,0
22,HID796892,3000,3
2,HID796949,3500,2
14,HID797136,600,0.36
8,HID797393,0,0
8,HID797438,450,0.2
6,HID797553,1500,1
13,HID797726,9000,9
12,HID797769,4000,2.8
18,HID797945,0,0
14,HID798040,1500,0.2
21,HID798072,0,0
20,HID798229,3000,1.5
7,HID798305,2400,1
25,HID798354,0,0
12,HID798372,1050,0.3
11,HID798451,500,0.5
20,HID798462,2000,1
14,HID798593,1600,0.67
7,HID798701,2300,0.66
2,HID798709,0,0
20,HID798822,1150,1.8
1,HID798959,10000,1
14,HID799001,2400,0.55
4,HID799093,1200,0.8199
14,HID799109,8000,0.7
3,HID799148,5000,2.3
17,HID799155,4000,2
17,HID799243,0,0
2,HID799266,7000,3
18,HID799406,1000,0.7
14,HID799520,3000,0.8999
14,HID799554,4800,0.9
7,HID799624,2220,1.1078
7,HID799714,3500,1.05
25,HID799814,3000,1
5,HID800063,1600,0.375
22,HID800288,11500,6
21,HID800348,0,0
20,HID800484,1500,0.8
25,HID800509,0,0
20,HID800562,1100,1
2,HID800737,2000,2.3
20,HID800794,1800,0.85
7,HID800817,1800,0.5184
5,HID800867,3000,1.56
14,HID801025,20000,2.5
10,HID801155,0,0
15,HID801191,1000,1
7,HID801712,0,0
5,HID801769,1500,1
25,HID802000,0,0
1,HID802030,900,0.5
14,HID802123,2500,1
8,HID802157,0,0
14,HID802210,1260,0.57
21,HID802270,0,0
8,HID802272,0,0
10,HID802292,6000,2
14,HID802320,9600,1.5
22,HID802361,4800,3
11,HID802405,5000,2.5
10,HID802448,1250,1.5
20,HID802470,2650,1.38
17,HID802678,3000,2
22,HID802712,0,0
17,HID802766,0,0
5,HID802803,1000,0.5
21,HID802874,0,0
19,HID802887,1600,2
16,HID802959,4200,2
14,HID802992,4650,1.7
6,HID803049,3000,1.5
6,HID803095,180,0.03
20,HID803109,4000,0.89
6,HID803401,2100,1
3,HID803470,0,0
4,HID803493,1000,1
20,HID803597,1800,0.7
15,HID803794,1500,1
6,HID803856,3000,5
12,HID803999,0,0
14,HID804219,3000,0.53
14,HID804244,4000,1
11,HID804317,0,0
4,HID804391,13000,2.01
7,HID804500,1400,1
20,HID804518,3000,2
14,HID804579,20000,5.8
7,HID804663,0,0
14,HID804699,30000,1.6
18,HID804718,10000,5
21,HID804755,2000,0.56
13,HID804889,4700,3
20,HID804954,0,0
20,HID805039,7000,2.2
8,HID805090,13000,2
5,HID805101,400,0.21
2,HID805186,0,0
,HID805188,950,0.296
3,HID805344,270,0.2
20,HID805361,0,0
20,HID805523,0,0
21,HID805530,5000,2
17,HID805725,6000,3.4
11,HID805728,0,0
4,HID805745,600,0.1199
13,HID805759,2000,3
3,HID805824,1200,0.44
25,HID805929,4500,1.18
6,HID805972,80000,18
21,HID806059,1660,0.5
2,HID806094,30000,6
15,HID806095,5600,3
21,HID806142,0,0
25,HID806189,0,0
17,HID806209,2400,0.5
2,HID806242,0,0
5,HID806314,400,0.35
2,HID806317,1100,0.5
4,HID806341,5000,1.14
10,HID806342,0,0
6,HID806349,1360,0.53
2,HID806373,2000,1
5,HID806376,6000,1.8
6,HID806527,1080,0.27
15,HID806541,3000,4
21,HID806697,1000,0.492
21,HID806765,1350,0.61
15,HID806779,2600,1.05
14,HID807017,2250,0.3
14,HID807023,0,0
2,HID807046,2000,0.5
17,HID807229,0,0
17,HID807339,0,0
3,HID807365,0,0
4,HID807437,5600,1.2499
14,HID807517,4500,1.65
25,HID807530,2400,1
23,HID807649,2005,0.51
17,HID807670,1800,1.4
16,HID807746,800,0.5
17,HID807752,900,1.2
14,HID807846,1000,0.4
18,HID807884,0,0
7,HID807896,0,0
25,HID807997,30,0.003
5,HID808099,500,0.1
20,HID808126,0,0
16,HID808137,3500,3
21,HID808258,6000,0.52
23,HID808304,1400,0.5
2,HID808599,10000,3.2
10,HID808603,1000,0.5
16,HID808689,0,0
10,HID808846,600,0.5
20,HID808865,1250,0.5
4,HID808891,10000,2.01
17,HID808899,1000,0.7
,HID808966,0,0
9,HID808967,0,0
17,HID808970,0,0
5,HID808972,500,0.32
23,HID809079,0,0
6,HID809116,1000,0.5
17,HID809372,1000,0.6
6,HID809383,280,0.3
5,HID809610,1500,0.5
21,HID809623,6000,0.52
7,HID809687,2500,1.5
4,HID809740,300,0.35
4,HID809757,1000,0.6
3,HID809870,0,0
17,HID809882,0,0
8,HID809887,0,0
8,HID810073,65000,6
1,HID810095,36000,22
3,HID810159,1200,0.5
21,HID810187,1500,1
22,HID810191,14000,10
20,HID810229,1650,1.35
6,HID810282,9500,5
8,HID810354,1000,0.3
7,HID810453,2200,1
14,HID810490,23000,5.5
6,HID810535,1750,2
2,HID810683,2000,1
4,HID810766,0,0
21,HID810859,1000,0.3
3,HID810869,30000,12
6,HID811076,0,0
6,HID811422,0,0
6,HID811500,350,1
2,HID811506,1000,3
7,HID811544,3500,1.7
20,HID811562,1500,0.85
6,HID811578,7000,2
6,HID811581,1500,1
15,HID811692,800,0.7
6,HID811820,2000,1.5
7,HID811828,6600,1.82
3,HID811920,300,0.2
25,HID812063,4000,0.5
25,HID812207,0,0
21,HID812304,4590,0.94
21,HID812590,5000,1.8
21,HID812603,1500,0.6
12,HID812760,0,0
3,HID812820,4000,0.7
12,HID812935,1200,0.5
19,HID812954,3500,2
25,HID813002,1750,1
5,HID813015,900,0.24
7,HID813028,1000,0.85
14,HID813037,1500,0.4
14,HID813054,1550,0.25
5,HID813086,2400,1.3
5,HID813162,2000,1
21,HID813178,14000,2
16,HID813356,320,0.5
14,HID813464,2040,0.6
3,HID813527,2400,1
15,HID813616,500,0.12
3,HID813629,0,0
3,HID813695,0,0
4,HID813785,0,0
3,HID813788,0,0
3,HID813790,0,0
19,HID814062,1500,1
6,HID814089,4000,4
8,HID814134,1500,0.5
4,HID814205,0,0
25,HID814252,3000,0.5
4,HID814379,200,0.1
16,HID814385,0,0
1,HID814398,10000,10
16,HID814453,0,0
3,HID814671,0,0
7,HID814700,2000,1
5,HID814750,1300,0.5
5,HID814800,1000,0.33
16,HID814805,300,0.3
17,HID814810,1500,2.5
8,HID814824,1750,0.5
20,HID814848,4500,1.5
24,HID815003,0,0
4,HID815004,11000,6.5
21,HID815014,2500,0.8
25,HID815038,3600,1.5
8,HID815251,1800,0.5
17,HID815288,500,2
8,HID815321,0,0
5,HID815377,2150,0.38
21,HID815503,1800,0.6
3,HID815594,1500,0.5
21,HID815630,6000,1.5
20,HID815665,1500,1.5
5,HID815708,2400,0.94
14,HID815741,16000,3.3
1,HID815854,1700,0.82
20,HID815887,2000,2
20,HID815955,1500,1
3,HID815979,4000,1.6
15,HID816074,1200,2
8,HID816121,0,0
20,HID816297,3000,1.7
8,HID816471,0,0
21,HID816538,0,0
5,HID816732,650,0.34
7,HID816741,1500,0.86
2,HID816812,1500,0.5
1,HID816912,0,0
5,HID817002,1000,0.5
8,HID817014,0,0
16,HID817027,0,0
6,HID817034,3800,1.18
14,HID817158,8000,1
10,HID817186,5000,1.1
21,HID817314,4000,0.8
3,HID817348,1000,0.4
7,HID817425,0,0
2,HID817492,1000,1
17,HID817493,0,0
3,HID817500,4200,0.65
2,HID817506,4300,2.5
25,HID817629,1500,1
1,HID817636,0,0
17,HID817664,3000,1.9
17,HID817674,31500,21
22,HID817865,3000,4
14,HID817933,0,0
14,HID818118,2700,1
14,HID818157,40000,8
20,HID818190,0,0
7,HID818257,450,0.2
2,HID818268,2000,1.32
4,HID818287,0,0
8,HID818432,450,0.15
20,HID818533,100,0.02
16,HID818573,0,0
20,HID818625,1100,1.04
5,HID818631,450,0.2
4,HID818729,510,0.26
7,HID818736,660,0.25
21,HID819005,25000,3
6,HID819014,2252,0.8
5,HID819158,650,0.17
18,HID819160,0,0
3,HID819292,0,0
,HID819296,0,0
13,HID819328,0,0
17,HID819536,2500,0.5
8,HID819698,0,0
15,HID819709,100,0.05
7,HID819784,720,0.11
21,HID819901,0,0
7,HID819975,0,0
22,HID819979,1500,1
3,HID820034,5950,0.8
4,HID820051,270,0.15
15,HID820059,0,0
5,HID820128,2500,0.7
3,HID820186,2800,0.4
2,HID820306,0,0
10,HID820368,1000,0.2
20,HID820385,1500,1
7,HID820398,4000,2.249
10,HID820403,5000,7
25,HID820485,0,0
25,HID820502,0,0
2,HID820669,0,0
25,HID820729,4000,1.06
7,HID820802,1200,1.1
7,HID820813,1995,0.68
3,HID820816,0,0
8,HID820863,2000,0.5
3,HID820878,0,0
3,HID820968,0,0
6,HID821172,0,0
3,HID821205,3000,1
3,HID821244,4960,2.24
21,HID821308,2000,0.84
2,HID821328,0,0
5,HID821335,1050,1
3,HID821372,750,0.15
3,HID821513,1000,0.4
17,HID821532,3000,1.12
14,HID821546,3300,1.42
6,HID821549,700,0.5
10,HID821682,750,0.3
20,HID821742,3425,1.45
15,HID821754,0,0
6,HID821810,1500,1.29
17,HID821879,0,0
3,HID821979,0,0
13,HID822016,1000,1
6,HID822210,0,0
14,HID822321,3000,1
3,HID822348,0,0
20,HID822387,4000,1.13
17,HID822391,0,0
15,HID822392,16000,5
13,HID822402,2000,1.5
21,HID822504,100,0.06
7,HID822535,2100,0.8
15,HID822605,0,0
21,HID822618,1200,0.5
8,HID822942,0,0
20,HID823003,1000,0.5
5,HID823220,2000,0.5
10,HID823244,0,0
21,HID823292,500,0.15
8,HID823298,2310,0.38
8,HID823359,0,0
22,HID823507,6300,5
17,HID823534,0,0
20,HID823551,2000,0.6
2,HID823606,0,0
16,HID823620,1300,1
14,HID823629,72000,12
14,HID823715,3000,0.98
25,HID823748,0,0
6,HID823921,660,0.3
4,HID823922,2100,0.53
20,HID823927,2500,0.84
6,HID824040,1500,1
6,HID824088,240,0.3
15,HID824089,4100,2.7
20,HID824298,1500,0.4
1,HID824310,0,0
24,HID824326,0,0
14,HID824463,3500,1.15
21,HID824538,800,0.28
21,HID824622,19000,3
12,HID824760,2000,0.65
2,HID824830,26000,10
13,HID824844,3900,2.5
4,HID824967,470,0.25
20,HID825097,800,0.6
8,HID825150,0,0
25,HID825155,0,0
17,HID825156,1000,2.15
4,HID825314,3000,1.5
4,HID825399,150,0.5
11,HID825420,66000,16
20,HID825441,0,0
2,HID825469,0,0
5,HID825640,1750,0.9
25,HID825719,0,0
9,HID825745,0,0
8,HID825746,0,0
7,HID825827,700,0.2
1,HID825855,0,0
14,HID825864,2600,1.3
17,HID825872,2000,0.85
20,HID826044,1250,1.43
3,HID826072,0,0
1,HID826316,2000,1
2,HID826346,0,0
11,HID826394,0,0
3,HID826396,500,0.12
17,HID826436,10000,2
9,HID826482,0,0
6,HID826483,0,0
8,HID826823,0,0
20,HID826854,1000,0.5
25,HID826917,1000,1.5
2,HID827010,1000,0.64
21,HID827018,4000,1.7
20,HID827067,250,0.3
6,HID827087,2880,0.45
16,HID827327,1690,1.5
2,HID827393,9000,4
23,HID827422,500,0.21
10,HID827543,0,0
14,HID827559,1800,0.4
5,HID827571,3000,3
10,HID827591,0,0
20,HID827742,2405,0.65
15,HID827867,2000,0.8
19,HID827995,400,1
25,HID828108,1000,2
8,HID828182,0,0
20,HID828271,2000,0.89
1,HID828287,0,0
7,HID828369,2500,1.31
14,HID828425,3000,2.5
14,HID828634,40000,11
3,HID828645,1000,0.3
18,HID828712,0,0
3,HID828733,500,0.4
21,HID828940,23000,4
17,HID828954,5000,2.5
10,HID829085,2500,1.5
8,HID829097,0,0
20,HID829107,8250,3.5
17,HID829114,5000,3
6,HID829167,3500,1
25,HID829330,500,0.2
7,HID829383,960,0.74
17,HID829519,0,0
14,HID829553,2000,0.15
6,HID829590,0,0
17,HID829595,600,0.5
2,HID829612,8000,2
21,HID829886,2000,1
5,HID829890,2500,1.36
25,HID830155,420,0.5
6,HID830237,2500,0.9
3,HID830254,0,0
14,HID830337,8500,1.6
1,HID830457,5000,1.5
14,HID830516,0,0
5,HID830578,1000,0.9
14,HID830696,4000,1.95
19,HID830849,0,0
1,HID830912,200,0.3
18,HID830947,960,0.287
21,HID831083,3300,1.5
11,HID831089,0,0
14,HID831111,2000,0.85
2,HID831113,24000,3
20,HID831482,1650,1.35
8,HID831532,0,0
11,HID831608,1500,0.7
6,HID831623,360,0.7
20,HID831661,1350,0.7
6,HID831669,200,0.5
14,HID831708,0,0
1,HID831742,4000,2
10,HID831747,0,0
6,HID831751,500,0.7
13,HID832066,1000,0.5
12,HID832129,0,0
3,HID832216,280,0.25
15,HID832244,1050,0.85
25,HID832356,620,0.2
12,HID832391,1800,0.7
25,HID832447,1000,0.8
5,HID832607,350,0.1
25,HID832885,300,0.07
15,HID832922,0,0
6,HID833086,400,0.24
20,HID833187,1000,1.2
22,HID833220,1300,2
25,HID833364,0,0
25,HID833512,0,0
8,HID833549,0,0
20,HID833556,8100,2.2
25,HID833563,1400,0.37
17,HID833626,700,0.7
20,HID833742,1800,0.95
19,HID833854,0,0
10,HID833880,200,0.5
13,HID833881,0,0
6,HID833930,80000,18
14,HID833983,2500,0.7
5,HID834021,2100,0.35
14,HID834241,20000,4.8
20,HID834295,0,0
15,HID834313,12500,6.5
5,HID834320,450,0.35
8,HID834333,0,0
4,HID834338,27300,4.55
8,HID834353,595,0.31
8,HID834503,0,0
14,HID834509,5000,1.75
6,HID834545,700,0.3
14,HID834596,0,0
2,HID834597,0,0
4,HID834739,360,0.45
14,HID834799,1500,0.5
25,HID835002,1150,0.37
5,HID835018,700,0.35
15,HID835063,900,0.2
8,HID835151,1000,0.256
3,HID835253,3000,1
4,HID835254,7000,5
17,HID835422,575,0.1
20,HID835502,850,1
15,HID835536,1200,0.8
22,HID835734,1600,4
2,HID835748,7000,3
2,HID835885,0,0
21,HID835968,700,0.2
22,HID836109,8000,5.5
5,HID836182,4260,1.85
14,HID836192,2500,0.72
21,HID836212,600,0.3
20,HID836301,0,0
20,HID836438,3000,1.28
5,HID836669,600,0.2
14,HID836735,3300,1.35
25,HID836797,975,0.2
7,HID836808,2280,0.8
1,HID836835,36000,6
3,HID836846,0,0
2,HID836876,0,0
5,HID836882,2000,0.73
8,HID837169,0,0
3,HID837212,0,0
21,HID837311,80000,11.5
12,HID837339,1600,1
18,HID837542,1200,1.5
19,HID837633,0,0
3,HID837648,800,0.5
14,HID837693,1200,0.5
5,HID837711,600,0.15
21,HID837798,935,0.35
2,HID837936,0,0
4,HID837958,5000,2
3,HID838083,7959,2.26
13,HID838361,1500,1
11,HID838477,0,0
20,HID838629,4500,1.62
15,HID838634,15000,15
8,HID838782,0,0
4,HID838998,0,0
4,HID839056,4000,2
2,HID839294,500,0.16
6,HID839346,1040,0.33
3,HID839517,0,0
21,HID839598,4000,1.2
21,HID839663,400,0.28
2,HID839673,2000,0.5
14,HID839793,0,0
20,HID839817,3500,1.3
14,HID839869,22360,2.5
1,HID840081,8000,3.15
21,HID840101,2250,0.5
22,HID840186,1500,1.5
7,HID840373,5000,1.2
6,HID840382,10000,5
24,HID840469,0,0
6,HID840548,5100,1.115
8,HID840609,1500,0.6
2,HID840667,3000,1
2,HID840788,0,0
15,HID840802,800,1
12,HID840871,0,0
4,HID840874,0,0
18,HID840918,0,0
22,HID841089,0,0
25,HID841408,2000,1
5,HID841514,3500,1.5
17,HID841755,600,0.4
21,HID841806,25000,5
4,HID841875,10000,2.05
18,HID841936,750,0.5
9,HID841952,0,0
14,HID841961,2000,0.5
25,HID842004,1260,0.4
21,HID842039,0,0
10,HID842111,7500,2.5
6,HID842228,2000,0.6
20,HID842307,1000,0.6
21,HID842324,1500,0.5
14,HID842343,6000,3.93
14,HID842351,9000,3
11,HID842596,875,0.5
17,HID842607,1000,1.5
22,HID842669,0,0
2,HID842888,0,0
21,HID842944,1500,0.55
1,HID843001,1500,0.5
17,HID843034,4000,5
14,HID843079,2385,0.5
25,HID843210,2000,0.6
21,HID843221,2500,0.6
2,HID843537,0,0
23,HID843642,1100,0.2
25,HID843822,0,0
25,HID843957,3000,1
3,HID843976,5000,2.6
12,HID844082,0,0
2,HID844164,6000,3
20,HID844296,7500,2.5
14,HID844385,1200,0.24
4,HID844418,0,0
6,HID844452,2500,2.2
4,HID844689,1250,0.38
6,HID844763,0,0
9,HID844788,600,0.4
6,HID844827,14000,5
21,HID844870,1500,0.65
13,HID844871,0,0
5,HID844909,300,0.12
8,HID845069,0,0
12,HID845277,600,0.25
20,HID845334,2000,1.799
3,HID845393,1500,0.6
6,HID845661,0,0
6,HID845736,0,0
,HID845742,0,0
1,HID845852,0,0
14,HID845887,350,0.04
4,HID845957,0,0
2,HID846087,0,0
22,HID846093,7000,10
5,HID846151,1400,0.4
5,HID846181,300,0.13
21,HID846203,0,0
6,HID846241,0,0
15,HID846242,0,0
21,HID846319,2500,1.5
10,HID846546,0,0
,HID846639,0,0
3,HID846663,0,0
4,HID846665,1200,0.3
15,HID846705,26750,10.4
10,HID846862,8525,2.24
2,HID846897,5000,3
8,HID847119,2856,0.5
9,HID847184,0,0
2,HID847326,10000,4.5
16,HID847345,1200,1
23,HID847374,0,0
20,HID847537,1500,0.8
8,HID847546,1500,0.5
8,HID847617,18900,1.5
14,HID847663,1000,0.35
18,HID847873,0,0
21,HID847877,1800,0.79
8,HID847889,0,0
2,HID848072,0,0
16,HID848084,0,0
5,HID848134,1500,0.6
15,HID848259,210,0.4
14,HID848352,0,0
21,HID848510,6000,1.6
3,HID848530,60,0.2
7,HID848535,960,0.6
15,HID848561,6000,2
21,HID848608,0,0
6,HID848635,0,0
6,HID848700,5000,2.2
3,HID848796,0,0
6,HID848811,1000,1.5
1,HID848828,0,0
2,HID848837,0,0
5,HID848857,1400,0.36
20,HID849018,7150,3.5
15,HID849071,13000,10
14,HID849082,1500,0.6
10,HID849115,0,0
2,HID849152,0,0
15,HID849160,800,0.4
14,HID849218,19000,5.25
4,HID849362,900,0.24
2,HID849429,0,0
14,HID849821,12800,1.6
1,HID849952,20500,12.5
6,HID850074,700,0.5
8,HID850147,400,0.1
2,HID850235,0,0
20,HID850277,0,0
6,HID850285,0,0
14,HID850299,2500,1
3,HID850355,980,0.45
7,HID850394,1265,0.5184
7,HID850462,0,0
14,HID850749,850,0.3
8,HID850772,0,0
4,HID850892,625,0.3
17,HID850945,0,0
22,HID850996,9000,10
14,HID851084,2250,1.05
1,HID851098,0,0
5,HID851115,3000,0.7
4,HID851144,1500,0.5
3,HID851240,0,0
6,HID851271,3000,1.5
25,HID851348,0,0
6,HID851388,800,0.8
24,HID851497,0,0
2,HID851569,3000,1
17,HID851606,0,0
3,HID851666,980,0.17
21,HID851699,1500,0.6
14,HID851730,7725,3.45
21,HID851733,3000,0.5
7,HID851760,1210,0.32
9,HID851770,0,0
20,HID851837,0,0
20,HID852091,2000,0.89
6,HID852092,0,0
6,HID852203,6320,3.51
17,HID852398,54000,18
21,HID852459,1000,0.5
3,HID852534,400,0.5
8,HID852641,600,0.2
17,HID852643,3500,4
7,HID852694,0,0
15,HID852830,0,0
14,HID852918,200,1.2
3,HID853023,1380,0.5
25,HID853051,500,0.25
14,HID853076,3000,2
2,HID853115,1000,0.5
24,HID853155,0,0
15,HID853184,20000,5.4
21,HID853191,3000,1.1
25,HID853291,1250,0.5
20,HID853618,3000,1.07
20,HID853728,3300,1.8
14,HID853781,1400,0.5
13,HID853785,8000,5.5
21,HID853809,840,0.5
3,HID853892,110,0.004
7,HID853916,0,0
5,HID854001,2075,0.83
6,HID854039,4000,2
19,HID854071,3600,1
14,HID854133,1000,0.2
14,HID854193,1260,0.7
17,HID854214,2000,0.8
1,HID854238,9500,8.5
5,HID854371,2220,0.96
3,HID854384,0,0
8,HID854490,0,0
3,HID854511,0,0
6,HID854622,1500,1.36
1,HID854739,1000,0.8
14,HID854740,40500,4.5
21,HID854835,700,0.2
14,HID854854,11000,3
3,HID854884,1540,0.5
10,HID854941,0,0
8,HID854947,0,0
20,HID854984,450,0.15
3,HID854988,780,0.2
21,HID855074,0,0
3,HID855264,0,0
15,HID855527,1500,2
4,HID855673,0,0
4,HID855966,600,0.5
2,HID856009,0,0
7,HID856087,500,0.2
4,HID856088,500,0.25
15,HID856378,0,0
12,HID856468,666,0.3
14,HID856482,300,0.3
2,HID856495,0,0
17,HID856539,0,0
2,HID856567,3000,1.4
17,HID856660,2000,2
14,HID856686,11000,2.1
9,HID856787,200,0.3
6,HID856861,0,0
25,HID856963,0,0
5,HID857024,2500,0.7
17,HID857170,0,0
2,HID857187,2000,2
6,HID857192,700,0.3
22,HID857244,0,0
9,HID857436,0,0
3,HID857466,1530,1.5
14,HID857494,560,0.75
21,HID857498,0,0
9,HID857529,0,0
17,HID857738,150,0.25
25,HID857797,0,0
7,HID857830,0,0
17,HID857833,0,0
14,HID858023,1400,0.47
3,HID858065,4000,2
7,HID858224,1375,0.52
17,HID858274,700,0.4
7,HID858348,900,0.46
10,HID858416,3500,3
20,HID858425,300,0.3
10,HID858444,1000,0.2
17,HID858482,0,0
24,HID858692,0,0
21,HID858696,1500,0.7
7,HID858709,3000,1.1
15,HID858936,9000,3
7,HID858992,2000,0.6
6,HID859073,1000,0.5
22,HID859242,1000,1
8,HID859289,0,0
8,HID859343,0,0
15,HID859453,0,0
5,HID859488,1680,0.21
22,HID859536,6000,5
2,HID859663,8000,4
2,HID859695,2000,0.72
3,HID859743,0,0
1,HID859780,0,0
8,HID859811,0,0
14,HID859834,0,0
8,HID859863,18000,1.5
13,HID859901,8000,3.5
13,HID859919,6500,3
20,HID859989,1250,0.98
13,HID860008,0,0
17,HID860038,4000,1.5
12,HID860184,0,0
14,HID860333,2300,1
3,HID860357,0,0
21,HID860604,1000,1.3
2,HID860623,3000,2
8,HID860639,900,0.18
22,HID860964,5400,7
6,HID860988,1300,0.6
16,HID861122,1750,0.8
2,HID861199,5000,3.5
5,HID861404,2900,2
21,HID861461,2000,0.66
8,HID861625,0,0
6,HID861626,500,0.42
23,HID861630,15000,5
20,HID861661,0,0
8,HID861670,0,0
25,HID861804,0,0
5,HID861875,1000,1
7,HID861962,5260,4.6
6,HID861979,700,0.4
14,HID861991,4350,1.55
1,HID862138,1000,4
1,HID862147,9000,1.25
21,HID862209,6000,3
17,HID862417,4000,3.16
20,HID862477,1925,0.6
8,HID862529,3790,1
17,HID862547,0,0
5,HID862626,500,0.28
25,HID862659,2250,1
14,HID862691,12000,0.97
3,HID862809,2100,0.74
1,HID862986,4000,2
10,HID862998,4000,3
16,HID863112,500,1
12,HID863187,300,0.2
17,HID863196,3000,1.5
14,HID863245,0,0
20,HID863422,3000,1.55
21,HID863497,20000,4
4,HID863544,0,0
21,HID863584,0,0
1,HID863809,250,0.32
23,HID863833,0,0
1,HID863836,0,0
13,HID863928,1000,2.5
18,HID863929,0,0
8,HID864071,0,0
20,HID864074,2500,1.5
22,HID864227,5000,4
18,HID864309,0,0
6,HID864338,660,0.5
1,HID864464,46500,20
3,HID864688,0,0
13,HID864808,1500,1
3,HID864826,3360,1
14,HID864878,480,0.2
8,HID864903,0,0
8,HID864963,750,0.25
20,HID864966,700,0.4
21,HID865169,3000,0.99
4,HID865279,0,0
25,HID865331,0,0
,HID865357,0,0
19,HID865404,4800,2
22,HID865498,4000,3
3,HID865546,8000,2
5,HID865551,1200,2
21,HID865597,8400,0.62
14,HID865695,3000,1.5
20,HID865805,3000,2.5
25,HID865890,550,0.6
14,HID865947,1000,0.3
3,HID866026,0,0
8,HID866394,4000,0.8
21,HID866426,1300,0.56
13,HID866461,2000,2.5
10,HID866538,0,0
11,HID866593,3000,1.5
7,HID866659,2275,0.8
14,HID866823,50000,13
15,HID866873,0,0
16,HID866935,1700,1
25,HID867041,0,0
2,HID867091,8000,3.4
22,HID867123,0,0
,HID867159,1050,0.68
1,HID867280,400,1.12
14,HID867290,15000,2.3
,HID867387,800,0.27
3,HID867437,1340,0.5
21,HID867560,100,0.1
10,HID867732,1500,0.39
4,HID867870,0,0
21,HID868025,3000,0.2
5,HID868059,3290,1.38
20,HID868117,4700,2.8
13,HID868225,22000,9
22,HID868307,6000,2
17,HID868397,0,0
3,HID868562,280,0.12
8,HID868746,500,0.2
6,HID868901,700,0.3
4,HID868922,3200,3
2,HID869104,0,0
10,HID869132,1250,1.3
7,HID869134,275,0.1296
17,HID869139,1000,0.5
17,HID869141,1000,1
21,HID869189,1250,0.48
14,HID869220,1275,0.3
17,HID869260,600,1
6,HID869270,0,0
10,HID869362,2000,0.72
5,HID869426,1850,0.56
25,HID869493,0,0
21,HID869526,400,0.24
3,HID869608,5300,5.4
14,HID869732,9000,1.47
21,HID869765,600,0.2
8,HID870027,0,0
25,HID870238,0,0
4,HID870335,2280,0.76
6,HID870765,750,0.3
14,HID870785,6000,1
,HID870806,480,0.4
3,HID870835,0,0
21,HID870941,1500,0.4
14,HID871043,0,0
5,HID871054,550,0.2
8,HID871058,4500,1
13,HID871115,3600,2
1,HID871263,2500,2
15,HID871328,15000,5.7
15,HID871339,1500,0.5
14,HID871365,1000,0.48
10,HID871631,0,0
3,HID871788,7000,2.5
2,HID871797,18000,4.5
4,HID871895,4100,1.1
8,HID871936,1600,0.5
25,HID871970,0,0
10,HID872353,0,0
2,HID872453,10000,2
6,HID872564,800,0.2
14,HID872595,2800,0.5
10,HID872735,3000,2
16,HID872756,0,0
5,HID872758,1200,0.55
3,HID872828,0,0
4,HID872896,3000,1.5
13,HID872976,7000,3
8,HID873008,0,0
4,HID873316,60,0.035
4,HID873344,13000,2.5
8,HID873346,0,0
12,HID873387,1400,0.57
17,HID873424,3000,2
1,HID873549,0,0
17,HID873650,34000,20
21,HID873685,600,0.5
17,HID873774,1500,1
1,HID873810,2500,0.8
2,HID873823,3000,1.5
17,HID873863,0,0
14,HID873929,28000,2
9,HID874256,0,0
20,HID874428,4000,2.5
21,HID874522,600,0.07
1,HID874690,2000,2
20,HID874779,1000,0.4
2,HID874806,1500,0.52
15,HID874942,21000,14
6,HID875066,1000,0.15
7,HID875091,1500,1
8,HID875105,0,0
21,HID875159,3200,0.75
14,HID875162,18000,4
21,HID875178,1300,0.35
21,HID875264,1050,0.4
25,HID875405,0,0
15,HID875446,0,0
6,HID875537,420,0.9
2,HID875613,0,0
19,HID875637,2500,2
6,HID875962,0,0
2,HID876082,7500,2.5
8,HID876427,0,0
10,HID876542,0,0
20,HID876551,300,0.2
13,HID876614,1500,1
6,HID876637,480,0.36
25,HID876662,4000,2
3,HID876675,0,0
21,HID876701,0,0
1,HID876748,10100,8.85
2,HID876779,14500,7
8,HID876859,0,0
21,HID876925,0,0
6,HID876942,4420,2.4
14,HID877020,3000,1
6,HID877024,0,0
2,HID877064,40000,10
20,HID877113,1750,0.75
2,HID877120,9000,1.5
14,HID877196,4400,2.722
21,HID877445,1500,0.52
4,HID877746,6000,1.2
3,HID877900,480,0.1
17,HID877953,0,0
6,HID878067,600,0.5
6,HID878073,480,0.5
17,HID878199,10000,10
17,HID878422,420,0.364
22,HID878451,780,0.8
8,HID878607,240,0.11
25,HID878625,4200,0.85
4,HID878635,2500,0.5
10,HID878638,45000,13
7,HID878712,1800,0.36
25,HID878739,0,0
14,HID878899,8000,2
20,HID878906,1250,0.5
5,HID879176,650,0.3
20,HID879178,0,0
20,HID879229,0,0
3,HID879239,2000,0.45
12,HID879284,0,0
