hhid,feed_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,births_Chickens,bought_received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,num_vax_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_gift_Chickens,for_meat_Chickens,for_eggs_total_Chickens,for_eggs_sale_Chickens,for_eggs_consump_Chickens,for_eggs_gift_Chickens,for_eggs_other_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,vax_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,births_Ducks,bought_received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,num_vax_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_gift_Ducks,for_meat_Ducks,for_eggs_total_Ducks,for_eggs_sale_Ducks,for_eggs_consump_Ducks,for_eggs_gift_Ducks,for_eggs_other_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,vax_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,feed_Geese,form_contract_Geese,contract_coverage_Geese,num_Geese,births_Geese,bought_received_Geese,deaths_Geese,sold_Geese,sale_ppkg_Geese,stolen_Geese,gift_Geese,slghtr_Geese,num_vax_Geese,months_eggs_collected_Geese,days_month_eggs_collect_Geese,daily_avg_egg_prod_Geese,egg_price_Geese,provision_feed_Geese,for_sale_live_Geese,for_gift_Geese,for_meat_Geese,for_eggs_total_Geese,for_eggs_sale_Geese,for_eggs_consump_Geese,for_eggs_gift_Geese,for_eggs_other_Geese,growth_Geese,loss_Geese,net_growth_Geese,num_start_Geese,growth_pct_Geese,loss_pct_Geese,net_growth_pct_Geese,peak_num_Geese,mortality_rt_Geese,vax_pct_Geese,vax_Geese,eggs_total_prod_Geese,eggs_prod_annualized_Geese,eggs_lost_pct_Geese,eggs_kept_pct_Geese,eggs_kept_Geese,eggs_lost_Geese,eggs_own_consump_pct_Geese,eggs_own_consump_Geese,eggs_sold_pct_Geese,eggs_sold_Geese,egg_price_prov_med_Geese,egg_price_obs_Geese,egg_price_impt_Geese,egg_price_natl_med_Geese,eggs_value_lost_Geese,eggs_value_cultiv_Geese,eggs_value_consump_Geese,eggs_revenue_Geese,ppkg_prov_med_Geese,sale_ppkg_obs_Geese,sale_ppkg_impt_Geese,ppkg_natl_med_Geese,sale_price_Geese,sale_revenue_Geese,slghtr_unit_value_Geese,slghtr_value_Geese,prod_value_Geese,province
HID870806,1,0,,30,20,2,10,5,16000,0,0,10,0,,,,,0,1,0,1,0,0,0,0,0,22,25,-3,33,.66666669,.75757575,-.090909094,55,.18181819,0,0,,,,,,,,,,,,,,800,,,,,17000,15000,16000,16000,22560,112800,22560,225600,338400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HID870835,2,0,,50,10,0,10,6,18000,0,0,10,0,,,,,1,1,0,1,0,0,0,0,0,10,26,-16,66,.15151516,.39393941,-.24242425,76,.13157895,0,0,,,,,,,,,,,,,,800,,,,,17000,18000,,16000,25380,152280,25380,253800,406080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID870941,1,1,0,30,25,0,13,0,16000,0,0,15,0,,,,,0,0,0,1,0,0,0,0,0,25,28,-3,33,.75757575,.84848487,-.090909094,58,.22413793,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,338400,338400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID871043,1,0,,7,40,0,30,0,16000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,40,33,7,1,40,33,7,41,.73170733,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,67680,67680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID871054,1,0,,20,15,0,6,0,18000,0,0,6,0,,,,,0,0,0,1,0,0,0,0,0,15,12,3,17,.88235295,.70588237,.17647059,32,.1875,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,25380,,25380,152280,152280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID871058,2,0,,25,10,2,3,9,18000,0,2,3,15,,,,,1,1,1,1,0,0,0,0,0,12,17,-5,30,.40000001,.56666666,-.16666667,42,.071428575,.35714287,1,,,,,,,,,,,1000,,,800,,,,,18000,18000,,16000,25380,228420,25380,76140,304560,2,0,,9,5,1,0,3,16000,0,0,1,0,,,,,1,1,0,1,0,0,0,0,0,6,4,2,7,.85714287,.5714286,.2857143,13,0,0,0,,,,,,,,,,,400,,,500,,,,,16000,16000,,12000,32480,97440,32480,32480,129920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID871115,1,0,,10,60,0,15,10,18000,0,0,20,0,,,,,0,1,0,1,0,0,0,0,0,60,45,15,1,60,45,15,61,.24590164,0,0,,,,,,,,,,,1500,,,800,,,,,17000,18000,,16000,25380,253800,25380,507600,761400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID871263,2,0,,20,0,0,3,0,13000,0,0,5,0,,,,,1,0,0,1,0,0,0,0,0,0,8,-8,28,0,.2857143,-.2857143,28,.10714286,0,0,,,,,,,,,,,700,,,800,,,,,13000,,13000,16000,18330,,18330,91650,91650,2,0,,10,5,0,0,0,10000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,5,0,5,5,1,0,1,10,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID871328,1,0,,15,20,0,0,0,15000,0,0,25,0,,,,,0,0,0,1,0,0,0,0,0,20,25,-5,20,1,1.25,-.25,40,0,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,21150,,21150,528750,528750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID871339,1,0,,10,35,0,5,0,15000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,35,8,27,1,35,8,27,36,.1388889,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,21150,,21150,63450,63450,1,0,,7,5,0,2,0,10000,0,2,4,0,,,,,0,0,1,1,0,0,0,0,0,5,8,-3,10,.5,.80000001,-.30000001,15,.13333334,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,81200,81200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID871365,1,0,,20,50,0,5,20,17000,0,0,20,0,,,,,0,1,0,1,0,0,0,0,0,50,45,5,15,3.3333333,3,.33333334,65,.07692308,0,0,,,,,,,,,,,900,,,800,,,,,16000,17000,,16000,23970,479400,23970,479400,958800,1,0,,10,30,0,2,5,15000,0,0,5,0,,,,,0,1,0,1,0,0,0,0,0,30,12,18,1,30,12,18,31,.064516127,0,0,,,,,,,,,,,500,,,500,,,,,15000,15000,,12000,30450,152250,30450,152250,304500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID871631,1,0,,50,50,0,25,60,15000,0,0,24,20,,,,,0,1,0,1,0,0,0,0,0,50,109,-59,109,.45871559,1,-.54128438,159,.1572327,.12578617,1,,,,,,,,,,,1000,,,800,,,,,17000,15000,,16000,21150,1269000,21150,507600,1776600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID871788,1,0,,10,20,0,10,0,17000,0,3,10,0,,,,,0,0,1,1,0,0,0,0,0,20,23,-3,13,1.5384616,1.7692307,-.23076923,33,.30303031,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,23970,,23970,239700,239700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID871797,2,0,,30,30,0,0,20,14000,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,30,20,10,20,1.5,1,.5,50,0,0,0,,,,,,,,,,,500,,,800,,,,,15000,14000,,16000,19740,394800,19740,,394800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID871895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID871936,2,0,,16,8,2,5,7,18000,1,0,2,13,,,,,1,1,0,1,0,0,0,0,0,10,15,-5,21,.47619048,.71428573,-.23809524,31,.16129032,.41935483,1,,,,,,,,,,,1000,,,800,,,,,18000,18000,,16000,25380,177660,25380,50760,228420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID871970,1,0,,10,9,0,10,0,18000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,9,10,-1,11,.81818181,.90909094,-.090909094,20,.5,0,0,,,,,,,,,,,1200,,,800,,,,,18000,,18000,16000,25380,,25380,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID872353,1,0,,20,144,0,50,0,17000,0,0,60,0,,,,,0,0,0,1,0,0,0,0,0,144,110,34,1,144,110,34,145,.34482759,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,1438200,1438200,1,0,,10,108,0,80,0,14000,0,0,30,0,,,,,0,0,0,1,0,0,0,0,0,108,110,-2,12,9,9.166667,-.16666667,120,.66666669,0,0,,,,,,,,,,,400,,,500,,,,,14000,,14000,12000,28420,,28420,852600,852600,1,0,,6,3,0,0,0,20000,0,0,2,0,,,,,0,0,0,1,0,0,0,0,0,3,2,1,5,.60000002,.40000001,.2,8,0,0,0,,,,,,,,,,,,,,10000,,,,,20000,,20000,24000,90000,,90000,180000,180000,10
HID872453,2,0,,50,40,0,10,0,15000,0,0,20,0,,,,,1,0,0,1,0,0,0,0,0,40,30,10,40,1,.75,.25,80,.125,0,0,,,,,,,,,,,500,,,800,,,,,15000,,15000,16000,21150,,21150,423000,423000,2,0,,70,30,0,10,30,15000,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,30,40,-10,80,.375,.5,-.125,110,.090909094,0,0,,,,,,,,,,,450,,,500,,,,,10000,15000,,12000,30450,913500,30450,,913500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID872564,2,0,,200,30,0,20,50,15000,0,0,5,0,,,,,1,1,0,1,0,0,0,0,0,30,75,-45,245,.12244898,.30612245,-.18367347,275,.07272727,0,0,,,,,,,,,,,700,,,800,,,,,15000,15000,,16000,21150,1057500,21150,105750,1163250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID872595,1,0,,10,15,0,0,0,16000,0,0,8,0,,,,,0,0,0,1,0,0,0,0,0,15,8,7,3,5,2.6666667,2.3333333,18,0,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,180480,180480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID872735,2,0,,25,15,0,10,0,17000,0,0,5,0,,,,,1,0,0,1,0,0,0,0,0,15,15,0,25,.60000002,.60000002,0,40,.25,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,119850,119850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID872756,1,0,,5,17,10,20,0,20000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,27,23,4,1,27,23,4,28,.71428573,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,84600,84600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID872758,1,0,,26,15,6,20,0,18000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,21,30,-9,35,.60000002,.85714287,-.25714287,56,.35714287,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,25380,,25380,253800,253800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID872828,1,0,,10,0,0,0,0,17000,0,0,7,0,,,,,0,0,0,1,0,0,0,0,0,0,7,-7,17,0,.41176471,-.41176471,17,0,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,23970,,23970,167790,167790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID872896,2,0,,36,26,0,0,10,17000,0,0,30,30,,,,,1,1,0,1,0,0,0,0,0,26,40,-14,50,.51999998,.80000001,-.28,76,0,.39473686,1,,,,,,,,,,,800,,,800,,,,,15750,17000,,16000,23970,239700,23970,719100,958800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID872976,1,0,,15,80,0,50,0,17000,0,0,20,0,,,,,0,0,0,1,0,0,0,0,0,80,70,10,5,16,14,2,85,.58823532,0,0,,,,,,,,,,,1500,,,800,,,,,17000,,17000,16000,23970,,23970,479400,479400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID873008,1,0,,5,0,0,0,0,18000,0,0,2,0,,,,,0,0,0,1,0,0,0,0,0,0,2,-2,7,0,.2857143,-.2857143,7,0,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,25380,,25380,50760,50760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID873316,1,0,,10,30,0,15,19,17000,0,0,5,0,,,,,0,1,0,1,0,0,0,0,0,30,39,-9,19,1.5789474,2.0526316,-.47368422,49,.30612245,0,0,,,,,,,,,,,800,,,800,,,,,15750,17000,,16000,23970,455430,23970,119850,575280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID873344,1,0,,25,15,0,10,0,15750,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,15,15,0,25,.60000002,.60000002,0,40,.25,0,0,,,,,,,,,,,800,,,800,,,,,15750,,15750,16000,22207.5,,22207.5,111037.5,111037.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID873346,1,0,,111,105,0,20,20,20000,0,10,20,0,,,,,0,1,1,1,0,0,0,0,0,105,70,35,76,1.3815789,.92105263,.46052632,181,.11049724,0,0,,,,,,,,,,,1000,,,800,,,,,18000,20000,,16000,28200,564000,28200,564000,1128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID873387,2,1,0,4,80,0,10,0,20000,5,0,6,0,,,,,1,0,0,1,0,0,0,0,0,80,21,59,1,80,21,59,81,.12345679,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,169200,169200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID873424,2,0,,20,20,0,15,10,14000,0,0,10,0,,,,,1,1,0,1,0,0,0,0,0,20,35,-15,35,.5714286,1,-.42857143,55,.27272728,0,0,,,,,,,,,,,1000,,,800,,,,,14000,14000,,16000,19740,197400,19740,197400,394800,2,0,,10,0,0,5,0,10000,0,0,3,0,,,,,1,0,0,1,0,0,0,0,0,0,8,-8,18,0,.44444445,-.44444445,18,.27777779,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,60900,60900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID873549,1,0,,40,7,0,0,15,12000,0,0,5,0,,,,,0,1,0,1,0,0,0,0,0,7,20,-13,53,.13207547,.3773585,-.24528302,60,0,0,0,,,,,,,,,,,700,,,800,,,,,13000,12000,,16000,16920,253800,16920,84600,338400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID873650,2,0,,20,10,0,0,0,14000,0,0,50,0,,,,,1,0,0,1,0,0,0,0,0,10,50,-40,60,.16666667,.83333331,-.66666669,70,0,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,987000,987000,2,0,,10,0,0,0,0,10000,0,0,20,0,,,,,1,0,0,1,0,0,0,0,0,0,20,-20,30,0,.66666669,-.66666669,30,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,406000,406000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID873685,1,0,,5,0,0,0,0,16000,0,0,2,0,,,,,0,0,0,1,0,0,0,0,0,0,2,-2,7,0,.2857143,-.2857143,7,0,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,45120,45120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID873774,2,0,,15,0,0,5,0,14000,0,0,6,0,,,,,1,0,0,1,0,0,0,0,0,0,11,-11,26,0,.42307693,-.42307693,26,.1923077,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,118440,118440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID873810,1,0,,20,0,0,0,14,14000,0,0,2,0,,,,,0,1,0,1,0,0,0,0,0,0,16,-16,36,0,.44444445,-.44444445,36,0,0,0,,,,,,,,,,,700,,,800,,,,,13000,14000,,16000,19740,276360,19740,39480,315840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID873823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID873863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID873929,1,0,,30,60,0,10,20,16000,0,0,20,0,,,,,0,1,0,1,0,0,0,0,0,60,50,10,20,3,2.5,.5,80,.125,0,0,,,,,,,,,,,900,,,800,,,,,16000,16000,,16000,22560,451200,22560,451200,902400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID874256,2,0,,3,20,0,20,0,20000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,20,20,0,3,6.6666665,6.6666665,0,23,.86956519,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
HID874428,1,0,,10,30,0,10,10,16000,0,0,10,0,,,,,0,1,0,1,0,0,0,0,0,30,30,0,10,3,3,0,40,.25,0,0,,,,,,,,,,,1000,,,800,,,,,15000,16000,,16000,22560,225600,22560,225600,451200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID874522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
